_RMSenergy_Mean,_Lowenergy_Mean,_Fluctuation_Mean,_Tempo_Mean,_MFCC_Mean_1,_MFCC_Mean_2,_MFCC_Mean_3,_MFCC_Mean_4,_MFCC_Mean_5,_MFCC_Mean_6,_MFCC_Mean_7,_MFCC_Mean_8,_MFCC_Mean_9,_MFCC_Mean_10,_MFCC_Mean_11,_MFCC_Mean_12,_MFCC_Mean_13,_Roughness_Mean,_Roughness_Slope,_Zero-crossingrate_Mean,_AttackTime_Mean,_AttackTime_Slope,_Rolloff_Mean,_Eventdensity_Mean,_Pulseclarity_Mean,_Brightness_Mean,_Spectralcentroid_Mean,_Spectralspread_Mean,_Spectralskewness_Mean,_Spectralkurtosis_Mean,_Spectralflatness_Mean,_EntropyofSpectrum_Mean,_Chromagram_Mean_1,_Chromagram_Mean_2,_Chromagram_Mean_3,_Chromagram_Mean_4,_Chromagram_Mean_5,_Chromagram_Mean_6,_Chromagram_Mean_7,_Chromagram_Mean_8,_Chromagram_Mean_9,_Chromagram_Mean_10,_Chromagram_Mean_11,_Chromagram_Mean_12,_HarmonicChangeDetectionFunction_Mean,_HarmonicChangeDetectionFunction_Std,_HarmonicChangeDetectionFunction_Slope,_HarmonicChangeDetectionFunction_PeriodFreq,_HarmonicChangeDetectionFunction_PeriodAmp,_HarmonicChangeDetectionFunction_PeriodEntropy
0.142,0.534,0.164362905252576,0.23150836161426172,0.6492155825841708,0.7435897435897436,0.5814606741573033,0.7914554670528603,0.4544867656552615,0.514868804664723,0.49037823490378235,0.38179347826086946,0.5767241379310345,0.3415559772296015,0.7186544342507646,0.4967658473479948,0.7923875432525952,0.17546178338231283,0.7772768259693419,0.08450759183929385,0.023,0.3778195488721805,0.06682668077186008,0.18618813164032133,0.113,0.158,0.09019196564301238,0.21235827414810904,0.39156061620897525,0.11443705961721054,0.013,0.775,0.5,0.0,1.0,0.0,0.0,0.165,0.0,0.523,0.0,0.154,0.924,0.0,0.319,0.21,0.40577716643741407,0.051407304024191657,0.807,0.969
0.08,0.566,0.2610706207589846,0.19460004633983455,0.4352194606028556,0.7804833056631617,0.45465489566613154,0.8175235336712527,0.5164622336991608,0.5212827988338192,0.3264764432647644,0.33899456521739124,0.7094827586206897,0.642314990512334,0.7359836901121305,0.4683053040103492,0.5977508650519031,0.04650022339599876,0.5509467989179441,0.24191164871330437,0.021,0.5592105263157895,0.7127204811307101,0.3289712360715211,0.162,0.389,0.5417507529362661,0.8914805017685172,0.1362357669122572,0.01466693318674729,0.072,0.887,0.496,0.684,0.479,0.173,0.456,0.223,0.619,0.469,1.0,0.931,0.602,0.825,0.47,0.235,0.37276478679504815,0.4035822284252152,0.812,0.969
0.132,0.557,0.11801960291530535,0.3769541099344427,0.6772430812621187,0.5836561520014757,0.5581861958266452,0.5966690803765388,0.4493221433182699,0.5428571428571428,0.40809555408095555,0.5658967391304348,0.4922413793103448,0.7106261859582542,0.4627930682976555,0.8137128072445019,0.5493079584775087,0.09938582771680055,0.6862037871956718,0.1339653557193679,0.033,0.23496240601503768,0.1605003678039669,0.15833117387924334,0.175,0.235,0.20352362519611303,0.4127139742317097,0.2901540522438044,0.05806806256558893,0.022,0.832,0.0,0.584,0.282,0.0,0.196,0.088,1.0,0.45,0.01,0.028,0.074,0.4,0.375,0.238,0.2984869325997249,0.0869969760409398,0.765,0.969
0.068,0.659,0.2513194269917064,0.9132899919586756,0.4449145073153534,0.6816085593064011,0.6625200642054574,0.830195510499638,0.32408005164622344,0.6775510204081632,0.4240212342402124,0.5781249999999999,0.5663793103448276,0.769449715370019,0.4036697247706423,0.7826649417852523,0.6392733564013842,0.015528714977996367,0.6257889990982868,0.16938004286928734,0.064,0.27161654135338353,0.6727250832701965,0.07748121274941693,0.096,0.454,0.5260208205548688,0.7430691470109263,0.10850636302746149,0.010644145719854087,0.059,0.886,0.002,0.716,0.17,0.031,0.645,0.777,0.941,0.653,0.418,1.0,0.006,0.266,0.326,0.34,0.5749656121045393,0.04861595719934871,0.667,0.953
0.042,0.555,0.1318421713998492,0.4230349865750773,0.4137140842587696,0.647113078767755,0.432182985553772,0.6821144098479363,0.2840542285345385,0.6093294460641399,0.6907763769077637,0.6874999999999999,0.3594827586206897,0.7552182163187856,0.6921508664627932,0.8758085381630012,0.8166089965397925,0.009854559201991521,0.4779080252479712,0.29112928588651943,0.043,0.5216165413533835,0.6158453507893261,0.19046385073853328,0.18,0.485,0.5272757319875292,0.7064954685099453,0.1336905559276624,0.01776522912398181,0.078,0.891,0.37,0.006,0.638,0.124,0.429,0.449,0.035,1.0,0.06,0.102,0.0,0.21,0.355,0.256,0.40577716643741407,0.15212840195394278,0.643,0.977
0.177,0.583,0.22347323448102532,0.10816262556050758,0.3317468711440155,0.7319682715366169,0.7191011235955056,0.6897175959449674,0.6681730148482894,0.5801749271137026,0.5195753151957532,0.4999999999999999,0.46293103448275863,0.6973434535104364,0.4750254841997962,0.3195342820181112,0.5268166089965398,0.16695426871024843,0.40667267808836793,0.13704064511373834,0.031,0.4539473684210527,0.6600717417808076,0.18618813164032133,0.182,0.447,0.5310567803460063,0.8187654831669592,0.13958472873409244,0.01718221644762048,0.067,0.886,0.058,0.001,0.291,0.003,0.245,0.117,0.0,0.0,0.108,1.0,0.002,0.043,0.297,0.192,0.6616231086657497,0.0869969760409398,0.741,0.966
0.14,0.522,0.17803468208092482,0.7451104659879242,0.2783359774369822,0.7684928979893009,0.6773675762439806,0.7060101375814627,0.5900581020012913,0.6915451895043732,0.8188453881884539,0.6127717391304347,0.6241379310344828,0.5426944971537002,0.508664627930683,0.55627425614489,0.5821799307958478,0.14919672338856074,0.46167718665464386,0.12360188726251219,0.031,0.5977443609022557,0.31986234631721033,0.16455040165846074,0.169,0.366,0.23481017955000738,0.3295119977105774,0.1260549229738781,0.016915696366998155,0.008,0.844,0.437,0.013,0.259,0.031,1.0,0.094,0.009,0.475,0.105,0.742,0.01,0.631,0.364,0.229,0.16918844566712518,0.58246103745057,0.758,0.967
0.127,0.567,0.17768283488313644,0.1973940657753063,0.3978494623655914,0.71591957203468,0.5790529695024077,0.7194062273714699,0.46094254357650105,0.7265306122448978,0.6350364963503649,0.4035326086956521,0.37413793103448273,0.34060721062618604,0.37818552497451585,0.45019404915912026,0.4818339100346021,0.05595851759442262,0.6158701532912534,0.3844888819667178,0.031,0.5469924812030076,0.7473960204109781,0.19473956983674529,0.139,0.421,0.5402246467317322,0.8454537403031026,0.121768251841929,0.011943431112887915,0.073,0.886,0.399,0.092,0.528,0.154,0.226,0.235,0.605,0.673,0.312,0.556,0.253,1.0,0.4,0.222,0.20770288858321873,0.4035822284252152,0.78,0.967
0.074,0.556,0.14420708720784112,0.5000272587261997,0.44174158293671784,0.7024534218778823,0.5489566613162118,0.6180304127443881,0.3350548741123306,0.514868804664723,0.5660252156602522,0.4028532608695652,0.4008620689655173,0.5815939278937382,0.6666666666666667,0.7141009055627424,0.6185121107266437,0.028016063993335547,0.7105500450856628,0.15399992729496928,0.055,0.40131578947368424,0.3968734261939882,0.1298263798911635,0.089,0.346,0.33855023088633013,0.6151786358789165,0.22277294038847958,0.039736478270284675,0.058,0.853,0.718,0.0,0.95,0.557,0.003,1.0,0.002,0.726,0.131,0.537,0.515,0.007,0.344,0.24,0.29298486932599727,0.18004187020237264,0.689,0.966
0.246,0.513,0.1796933902990701,0.6560766515380735,0.37158469945355194,0.7102010699133001,0.5943017656500802,0.6162201303403331,0.4260813428018077,0.6314868804664723,0.7113470471134705,0.5591032608695651,0.5594827586206896,0.4611005692599621,0.5300713557594292,0.6222509702457956,0.2802768166089965,0.39627346748036496,0.5572587917042381,0.2938787366800548,0.024,0.27255639097744366,0.7053415229070833,0.35022026431718056,0.165,0.477,0.5736216472751811,0.8211555030867783,0.12672471533824514,0.014591974414072265,0.063,0.897,0.452,0.117,1.0,0.877,0.156,0.831,0.33,0.448,0.0,0.102,0.447,0.0,0.368,0.201,0.4140302613480055,0.026052570365201155,0.747,0.967
0.222,0.556,0.1891932646393566,0.1388423218982977,0.5094306363476114,0.791182438664453,0.5947030497592295,0.8088341781317885,0.36087798579728864,0.7236151603498541,0.5613802256138023,0.5230978260869564,0.2862068965517241,0.39278937381404183,0.33537206931702346,0.6106080206985769,0.435121107266436,0.19264532153378405,0.4779080252479712,0.10780321749776632,0.021,0.5178571428571429,0.589897117514709,0.30733350608966054,0.08,0.321,0.3983738907233379,0.7383167522555059,0.16610850636302743,0.020946812586410814,0.048,0.854,0.544,0.049,0.268,0.193,0.708,0.094,0.818,1.0,0.206,0.482,0.037,0.809,0.406,0.21,0.4800550206327373,0.4782507559897651,0.771,0.969
0.071,0.529,0.09600402111083187,0.4635210096632184,0.2254539044597215,0.6188895037815901,0.4446227929373996,0.4876900796524257,0.30148482892188516,0.49620991253644314,0.6131386861313868,0.47690217391304346,0.4422413793103448,0.5958254269449715,0.46177370030581044,0.5459249676584734,0.5804498269896194,0.04596802282486418,0.5545536519386836,0.5602239448348912,0.028,0.3449248120300752,0.5937044275914832,0.3982897123607152,0.265,0.611,0.6027602542874728,0.6385712406141097,0.11105157401205629,0.01510835707027802,0.059,0.915,0.045,0.862,0.079,1.0,0.466,0.019,0.247,0.069,0.905,0.101,0.503,0.371,0.387,0.201,0.40440165061898214,0.4035822284252152,0.807,0.967
0.063,0.652,0.13581301834631815,0.16201905384961357,0.7942887361184559,0.5831027485703745,0.6878009630818619,0.5474293989862418,0.673337637185281,0.45131195335276963,0.7790311877903119,0.3797554347826086,0.506896551724138,0.37096774193548393,0.3720693170234456,0.4178525226390685,0.5484429065743945,0.01821382716074712,0.6934174932371506,0.09430909710023658,0.028,0.5939849624060151,0.04852865702734361,0.03899974086550924,0.115,0.137,0.05711828011665618,0.10571147439937212,0.6423308774279972,0.35756167441240655,0.015,0.777,0.502,0.015,1.0,0.004,0.919,0.689,0.033,0.269,0.082,0.47,0.0,0.745,0.292,0.3,0.4126547455295736,0.7390090718771808,0.544,0.968
0.125,0.546,0.11852224176928872,0.15354159000149922,0.24255244138903578,0.7815901125253644,0.7776886035313001,0.559739319333816,0.4202711426726921,0.480466472303207,0.4850696748506968,0.3790760869565217,0.4370689655172414,0.37760910815939286,0.6483180428134557,0.7852522639068563,0.6652249134948097,0.1393693513000826,0.5563570784490532,0.30213576030285316,0.035,0.6729323308270677,0.5391926126246063,0.12555066079295157,0.227,0.522,0.5280490608291992,0.7074407768063885,0.14949765572672472,0.02277913814068929,0.062,0.893,0.101,0.511,0.393,0.129,0.554,0.177,0.338,0.087,0.262,1.0,0.1,0.787,0.343,0.229,0.5694635488308116,0.16515468713654338,0.754,0.966
0.06,0.542,0.21010304096506655,0.5603985225770399,0.2908514013749339,0.7904445674229846,0.6348314606741572,0.7563359884141927,0.5868302130406715,0.9358600583090378,0.583941605839416,0.4972826086956521,0.5991379310344828,0.5218216318785579,0.7125382262996942,0.26131953428201804,0.4100346020761246,0.029722953054010518,0.6095581605049595,0.1523283786077787,0.032,0.4501879699248121,0.6200426375795381,0.26833376522415137,0.222,0.45,0.5013766312736302,0.7291649495144448,0.12779638312123243,0.016849066346842575,0.078,0.876,0.22,0.083,1.0,0.165,0.004,0.32,0.075,0.963,0.251,0.327,0.239,0.067,0.365,0.211,0.2269601100412655,0.2172598278669458,0.801,0.969
0.102,0.532,0.11882382508167878,0.3442777119025228,0.7299488806627886,0.7085408596199964,0.3764044943820224,0.3482983345401882,0.1252420916720465,0.4793002915451895,0.8334439283344393,0.8668478260869564,0.85,0.4952561669829222,0.4852191641182468,0.7283311772315654,0.7690311418685122,0.05954798602479772,0.3534715960324617,0.10152257007614347,0.031,0.4953007518796993,0.05658870929853428,0.13850738533298781,0.198,0.148,0.1410015773789661,0.4088203688980515,0.4403215003348962,0.1247813702463645,0.034,0.803,0.798,0.009,0.006,0.0,0.57,0.0,0.266,0.446,0.064,1.0,0.003,0.801,0.289,0.218,0.3177441540577717,0.051407304024191657,0.667,0.966
0.198,0.593,0.1308871575772807,0.6682476727862505,0.666314119513485,0.7066961815163255,0.5858747993579454,0.666545981173063,0.42349903163331193,0.9154518950437318,0.4970139349701393,0.9375000000000001,0.47155172413793106,0.47343453510436434,0.17533129459734967,0.7710219922380336,0.47145328719723184,0.16759752607526315,0.8007213706041478,0.09034400485322755,0.036,0.2969924812030076,0.28262088830895565,0.1688261207566727,0.057,0.234,0.25323235565499363,0.5760687768739654,0.23924983255190893,0.040152915896257066,0.04,0.809,0.0,0.0,0.222,0.0,0.047,0.091,0.0,0.0,1.0,0.777,0.043,0.0,0.255,0.171,0.23383768913342504,0.58246103745057,0.736,0.962
0.075,0.487,0.2209600402111083,0.36252742909323843,0.5589635113696457,0.5926950747094631,0.9069020866773674,0.7114409847936278,0.4673983214977406,0.4565597667638483,0.5282017252820173,0.5597826086956521,0.6017241379310344,0.5901328273244781,0.20285423037716624,0.1086675291073738,0.4108996539792388,0.014983433814511032,0.7078449053201082,0.1177931555217303,0.042,1.0,0.16628947890467943,0.008681005441824352,0.242,0.29,0.19307648222244117,0.39161975108161384,0.36651038178164763,0.10120267186380826,0.04,0.815,0.0,0.961,0.0,0.84,0.619,0.003,1.0,0.007,0.569,0.0,0.004,0.95,0.328,0.271,0.49243466299862454,0.08164689462665735,0.622,0.961
0.184,0.589,0.2627293289771299,0.3793596925215684,0.34567248369469417,0.7614831211953514,0.5894863563402889,0.5948587979724836,0.540994189799871,0.588338192419825,0.8367617783676178,0.576766304347826,0.5948275862068966,0.5502846299810247,0.46788990825688076,0.871927554980595,0.6029411764705883,0.20509368525427388,0.46077547339945907,0.14555180283462904,0.019,0.443609022556391,0.6066745898536192,0.35514381964239444,0.284,0.379,0.428811690189635,0.7440822881529039,0.15097119892833222,0.018806323188912767,0.053,0.865,0.792,0.548,0.379,0.353,0.059,0.309,0.271,0.398,1.0,0.511,0.594,0.337,0.393,0.199,0.5075653370013756,0.4782507559897651,0.789,0.968
0.097,0.542,0.32369942196531787,0.5843248694988482,0.5355191256830601,0.8553772366722007,0.6404494382022471,0.5608254887762492,0.6081342801807619,0.6384839650145772,0.7425348374253484,0.7085597826086956,0.475,0.6461100569259962,0.5484199796126402,0.835705045278137,0.7102076124567475,0.03533657903011767,0.45266005410279536,0.11812633132749714,0.03,0.45676691729323315,0.2754814522386329,0.19473956983674529,0.103,0.231,0.23394850053656313,0.5590340295628339,0.27180174146014735,0.05342894741225661,0.047,0.823,0.915,0.312,0.077,0.075,0.01,0.267,0.151,0.715,1.0,0.081,0.115,0.545,0.395,0.295,0.32049518569463553,0.3042568039078856,0.689,0.968
0.068,0.613,0.13606433777330984,0.8705619386406073,0.42217521593513135,1.0,0.6581059390048153,0.7092686459087618,0.7437056165267916,0.45947521865889207,0.8493696084936961,0.5047554347826086,0.48103448275862065,0.5104364326375712,0.3160040774719674,0.5963777490297542,0.6418685121107267,0.012937218799324713,0.7439134355275023,0.07677217678528368,0.046,0.0,0.6264792305388485,0.05623218450375748,0.118,0.335,0.4265417052006894,0.7630770207404683,0.1536503683858004,0.019189445804807363,0.078,0.83,0.224,0.0,0.0,0.0,0.009,0.009,0.0,0.112,0.098,1.0,0.007,0.045,0.221,0.193,0.7070151306740027,0.34775529192835547,0.649,0.971
0.127,0.508,0.3019854234732344,0.8940317018985702,0.4836946941653446,0.6747832503228187,0.4121187800963082,0.781317885590152,0.6468689477081989,0.4810495626822157,0.6728599867285998,0.3851902173913043,0.4387931034482759,0.6508538899430739,0.7859327217125383,0.8512289780077619,0.6505190311418686,0.09546293242258211,0.8223624887285844,0.10638146728757208,0.027,0.3815789473684211,0.30991342083863443,0.17750712619849707,0.164,0.283,0.2628940931448106,0.5528832542974026,0.2541192230408573,0.048048573284693426,0.036,0.843,0.542,0.062,0.365,0.025,0.743,0.144,0.243,0.249,0.2,1.0,0.106,0.403,0.369,0.189,0.4759284731774416,0.3042568039078856,0.787,0.966
0.135,0.552,0.2392560944961045,0.31122650638535654,0.6236559139784946,0.7419295332964398,0.6007223113964686,0.6860970311368573,0.3402194964493222,0.6396501457725947,0.6741871267418712,0.3199728260869565,0.275,0.4886148007590133,0.48216106014271154,0.43596377749029747,0.5951557093425606,0.04766952575927707,0.4679891794409378,0.06307795079870479,0.042,0.39755639097744366,0.11110457279237348,0.24669603524229072,0.252,0.179,0.14682357826670525,0.4523672639199398,0.3784326858673811,0.09628870787733414,0.036,0.797,0.48,0.0,0.216,0.215,0.4,0.0,0.393,0.361,0.035,1.0,0.019,0.631,0.392,0.284,0.3507565337001376,0.4782507559897651,0.689,0.964
0.1,0.548,0.09087710480020103,0.7921658420901989,0.4828133262823902,0.8088913484596938,0.7415730337078651,0.7621288921071687,0.4783731439638477,0.618075801749271,0.7471798274717983,0.6413043478260869,0.6663793103448276,0.6015180265654648,0.49439347604485223,0.5989650711513583,0.6427335640138409,0.05970674850842773,0.4463480613165014,0.034440506440565156,0.025,0.6015037593984963,0.14533458580320935,0.12114537444933923,0.091,0.185,0.1635787540083329,0.5428939078937465,0.32431346282652374,0.06991154864824348,0.045,0.781,0.0,1.0,0.004,0.573,0.222,0.0,0.138,0.164,0.741,0.001,0.473,0.87,0.285,0.245,0.4484181568088033,0.11304954640614095,0.598,0.973
0.12,0.527,0.2082935410907263,0.5590355862670537,0.7969328397673189,0.6801328168234644,0.7130818619582663,0.6154960173787111,0.3879922530664946,0.42215743440233233,0.6536164565361646,0.5577445652173912,0.7818965517241379,0.5977229601518027,0.4505606523955148,0.8085381630012937,0.5986159169550174,0.0928870816582908,0.8250676284941388,0.05964613994651177,0.024,0.4464285714285715,0.0024115097926805883,0.17750712619849707,0.146,0.103,0.048323518413171625,0.30448679716852894,0.573476222371065,0.2015558109706328,0.021,0.773,0.724,0.087,0.576,0.137,0.387,0.504,0.072,0.481,0.308,0.604,1.0,0.006,0.342,0.278,0.45254470426409904,0.10560595487322631,0.618,0.973
0.155,0.66,0.13943201809499875,0.19603794414687,0.390269698572184,0.6310643792658182,0.5914927768860352,0.6792179580014481,0.5558424790187219,0.553935860058309,0.661579296615793,0.47622282608695643,0.5318965517241379,0.6480075901328273,0.6197757390417941,0.6274256144890038,0.5216262975778546,0.08572738096276236,0.503155996393147,0.08805046129340914,0.056,0.2612781954887219,0.31987025506755523,0.13423166623477586,0.084,0.341,0.3289747248591323,0.6946626045457732,0.27796383121232415,0.056693818399880073,0.075,0.849,0.6,0.292,0.042,0.012,0.042,0.046,0.044,1.0,0.668,0.305,0.109,0.014,0.389,0.243,0.4786795048143054,0.4782507559897651,0.754,0.965
0.123,0.515,0.15003769791404875,0.8177754153548403,0.28609201480698043,0.894484412470024,0.595505617977528,0.7509051412020276,0.3615235635894126,0.6110787172011661,0.6735235567352356,0.6657608695652173,0.5517241379310345,0.6736242884250474,0.6014271151885832,0.5653298835705045,0.42301038062283736,0.11008318743770686,0.7962128043282237,0.14043677046921757,0.021,0.22274436090225572,0.6683911822329546,0.18217154703291008,0.057,0.48,0.562281044650736,0.7084403513792592,0.051306095110515725,0.0020155581097063328,0.031,0.88,0.038,1.0,0.517,0.0,0.007,0.015,0.41,0.419,0.017,0.001,0.041,0.33,0.333,0.232,0.4195323246217332,0.0869969760409398,0.711,0.964
0.139,0.532,0.2994219653179191,0.2175518938000027,0.3922087079146836,0.7878620180778454,0.46428571428571425,0.5057929036929761,0.22724338282763082,0.4291545189504373,0.6662242866622428,0.7085597826086956,0.7232758620689655,0.7495256166982923,0.4189602446483181,0.3492884864165588,0.5155709342560554,0.08362858709596997,0.5843101893597836,0.23571437862045205,0.046,0.14661654135338348,0.6995068423400974,0.12555066079295157,0.244,0.423,0.5541193532428433,0.8459756692542123,0.12618888144675153,0.01397564672763314,0.072,0.877,0.0,0.133,0.895,0.055,0.196,0.004,0.158,0.681,0.341,1.0,0.016,0.315,0.321,0.236,0.3713892709766162,0.07234240521051405,0.632,0.973
